gender,age,income,ed,card,jobsat,union,polview
Female,21,24,15,Visa,Highly dissatisfied,No,Conservative
Male,25,19,12,Visa,Somewhat satisfied,No,Liberal
Female,70,9,13,Visa,Somewhat satisfied,No,Conservative
Female,63,49,15,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Female,33,31,14,Discover,Neutral,No,Slightly liberal
Female,58,44,12,Discover,Neutral,No,Moderate
Female,76,9,11,Visa,Somewhat satisfied,No,Moderate
Female,79,9,21,Mastercard,Somewhat satisfied,No,Extremely liberal
Male,36,39,15,American Express,Somewhat dissatisfied,No,Moderate
Female,43,115,17,Discover,Somewhat satisfied,No,Liberal
Male,33,36,14,American Express,Neutral,No,Moderate
Female,44,62,11,Visa,Highly dissatisfied,Yes,Slightly liberal
Male,71,11,11,Visa,Somewhat satisfied,No,Moderate
Female,68,11,11,Visa,Highly satisfied,No,Moderate
Female,57,29,13,Visa,Neutral,Yes,Conservative
Male,41,17,14,Mastercard,Highly dissatisfied,Yes,Slightly conservative
Male,66,18,13,Visa,Highly satisfied,No,Liberal
Male,31,27,12,Mastercard,Highly satisfied,No,Moderate
Female,61,274,18,Discover,Neutral,No,Moderate
Male,33,40,17,Mastercard,Somewhat satisfied,No,Liberal
Female,29,16,19,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,35,235,20,Discover,Somewhat dissatisfied,No,Slightly liberal
Female,19,23,14,Visa,Highly dissatisfied,No,Conservative
Male,21,16,16,Discover,Somewhat dissatisfied,Yes,Moderate
Female,42,38,15,Mastercard,Neutral,No,Conservative
Male,64,90,15,Discover,Somewhat satisfied,No,Moderate
Male,58,75,15,American Express,Neutral,No,Conservative
Female,43,35,22,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,50,25,9,Discover,Somewhat satisfied,Yes,Moderate
Female,74,27,19,Mastercard,Somewhat satisfied,Yes,Slightly liberal
Female,28,25,10,Other,Somewhat dissatisfied,No,Liberal
Female,65,125,8,Visa,Somewhat satisfied,Yes,Conservative
Male,65,36,18,Discover,Neutral,No,Extremely liberal
Female,58,76,10,Other,Somewhat satisfied,Yes,Slightly conservative
Female,29,45,15,Mastercard,Neutral,Yes,Slightly conservative
Female,40,84,18,Discover,Neutral,Yes,Slightly conservative
Female,28,25,11,Visa,Somewhat satisfied,Yes,Moderate
Female,38,31,14,Visa,Highly satisfied,No,Slightly liberal
Female,37,84,19,Discover,Neutral,Yes,Conservative
Female,42,59,19,Mastercard,Neutral,Yes,Moderate
Female,31,152,17,American Express,Somewhat dissatisfied,Yes,Moderate
Male,43,142,18,Discover,Highly satisfied,No,Extremely conservative
Male,48,80,11,Discover,Somewhat satisfied,No,Liberal
Female,38,26,17,Visa,Somewhat dissatisfied,Yes,Conservative
Male,51,151,15,American Express,Somewhat satisfied,No,Slightly conservative
Male,36,47,19,American Express,Highly satisfied,No,Moderate
Female,26,31,20,American Express,Highly dissatisfied,Yes,Extremely liberal
Female,71,31,12,Mastercard,Neutral,No,Slightly conservative
Male,54,75,14,American Express,Neutral,No,Slightly liberal
Male,23,23,14,Visa,Neutral,No,Conservative
Male,59,56,14,American Express,Highly satisfied,Yes,Slightly conservative
Male,44,74,16,Discover,Highly satisfied,No,Slightly liberal
Female,79,18,17,American Express,Highly satisfied,No,Liberal
Female,43,203,16,Visa,Highly satisfied,No,Moderate
Female,59,18,18,Visa,Highly dissatisfied,No,Moderate
Male,79,159,19,Discover,Highly satisfied,No,Moderate
Male,44,41,12,Visa,Somewhat dissatisfied,No,Liberal
Female,35,40,11,American Express,Highly dissatisfied,No,Liberal
Male,64,52,9,American Express,Neutral,No,Slightly conservative
Male,21,32,10,American Express,Somewhat dissatisfied,No,Liberal
Male,49,51,12,Discover,Highly satisfied,No,Liberal
Male,70,128,14,American Express,Highly satisfied,No,Conservative
Male,32,25,18,American Express,Somewhat satisfied,No,Liberal
Male,76,20,10,Mastercard,Somewhat satisfied,No,Moderate
Male,40,18,15,Discover,Neutral,No,Conservative
Female,54,49,11,Other,Somewhat dissatisfied,No,Conservative
Female,62,89,17,Visa,Neutral,No,Conservative
Female,50,109,18,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,26,46,15,Mastercard,Highly satisfied,No,Moderate
Male,79,16,21,Discover,Somewhat dissatisfied,No,Conservative
Female,66,51,13,Mastercard,Highly satisfied,No,Moderate
Female,27,24,15,Visa,Highly dissatisfied,No,Moderate
Female,69,30,15,Visa,Somewhat satisfied,No,Moderate
Female,47,132,17,Discover,Somewhat satisfied,No,Moderate
Female,52,70,13,Discover,Highly satisfied,No,Moderate
Male,27,24,8,American Express,Highly dissatisfied,No,Moderate
Male,58,89,16,American Express,Neutral,No,Slightly conservative
Female,78,79,17,Mastercard,Somewhat satisfied,Yes,Moderate
Male,38,89,19,American Express,Somewhat dissatisfied,Yes,Slightly conservative
Female,22,22,17,Mastercard,Highly dissatisfied,No,Moderate
Male,66,55,8,Mastercard,Highly satisfied,No,Slightly liberal
Female,51,38,16,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,64,62,6,Other,Somewhat dissatisfied,Yes,Slightly conservative
Female,58,121,19,Mastercard,Neutral,Yes,Slightly conservative
Male,26,35,19,American Express,Highly dissatisfied,Yes,Slightly liberal
Female,38,17,19,Mastercard,Neutral,No,Moderate
Male,53,61,19,Discover,Somewhat satisfied,No,Conservative
Female,63,19,18,American Express,Highly satisfied,No,Moderate
Female,24,17,14,Discover,Highly satisfied,No,Conservative
Female,43,64,11,Discover,Highly satisfied,No,Slightly conservative
Female,65,9,18,Visa,Somewhat satisfied,No,Moderate
Male,36,28,13,Mastercard,Somewhat dissatisfied,No,Moderate
Female,45,190,15,Visa,Somewhat dissatisfied,Yes,Conservative
Male,41,68,20,Discover,Somewhat satisfied,No,Slightly liberal
Male,61,105,13,Discover,Somewhat satisfied,No,Conservative
Male,48,81,15,Mastercard,Neutral,Yes,Moderate
Female,57,117,12,Discover,Highly satisfied,No,Moderate
Female,47,61,18,Discover,Somewhat satisfied,No,Slightly liberal
Female,48,124,14,American Express,Highly satisfied,No,Moderate
Female,18,19,13,Visa,Highly dissatisfied,No,Conservative
Male,46,48,15,Visa,Somewhat satisfied,No,Moderate
Male,75,16,12,American Express,Highly dissatisfied,No,Slightly conservative
Female,20,14,15,Mastercard,Somewhat satisfied,No,Extremely liberal
Male,45,26,12,Mastercard,Somewhat dissatisfied,No,Moderate
Female,45,107,10,Mastercard,Highly dissatisfied,No,Moderate
Female,56,37,16,American Express,Neutral,No,Conservative
Male,60,91,10,Mastercard,Highly satisfied,No,Conservative
Female,55,44,13,American Express,Highly satisfied,Yes,Slightly liberal
Female,58,30,16,American Express,Neutral,Yes,Liberal
Male,24,17,13,American Express,Somewhat satisfied,Yes,Slightly conservative
Male,74,231,17,Discover,Highly satisfied,No,Moderate
Female,19,21,14,Mastercard,Highly dissatisfied,No,Moderate
Female,27,30,18,American Express,Highly dissatisfied,No,Conservative
Male,37,40,12,American Express,Somewhat dissatisfied,No,Moderate
Male,62,93,15,Discover,Highly satisfied,No,Conservative
Female,56,130,18,American Express,Somewhat satisfied,Yes,Slightly liberal
Female,55,138,17,American Express,Neutral,No,Slightly liberal
Female,20,14,11,Visa,Neutral,No,Moderate
Female,63,189,13,American Express,Somewhat satisfied,Yes,Conservative
Male,62,17,11,Discover,Highly satisfied,Yes,Liberal
Male,34,38,9,Mastercard,Neutral,No,Moderate
Male,75,15,10,Visa,Somewhat satisfied,No,Conservative
Male,23,18,18,American Express,Somewhat satisfied,No,Slightly liberal
Female,63,52,12,Discover,Neutral,No,Slightly conservative
Male,40,30,20,Visa,Somewhat dissatisfied,No,Moderate
Male,22,24,16,Visa,Highly dissatisfied,No,Moderate
Male,55,82,11,Mastercard,Neutral,No,Extremely liberal
Female,67,45,15,Visa,Highly satisfied,No,Moderate
Female,61,121,12,Visa,Highly satisfied,No,Conservative
Male,38,79,17,American Express,Somewhat satisfied,No,Moderate
Male,78,13,10,American Express,Highly satisfied,No,Conservative
Male,49,76,11,Other,Somewhat satisfied,No,Slightly conservative
Female,29,17,15,Mastercard,Somewhat dissatisfied,Yes,Conservative
Female,27,35,14,Mastercard,Highly satisfied,No,Moderate
Female,29,60,16,Discover,Neutral,No,Conservative
Male,33,52,17,American Express,Neutral,No,Slightly liberal
Female,53,77,18,Visa,Somewhat satisfied,No,Moderate
Female,39,23,15,Visa,Somewhat satisfied,No,Conservative
Female,77,10,14,Visa,Somewhat satisfied,No,Moderate
Female,53,154,21,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,23,23,18,Visa,Highly dissatisfied,Yes,Slightly conservative
Female,24,31,19,American Express,Highly dissatisfied,No,Liberal
Female,72,35,9,Mastercard,Somewhat dissatisfied,No,Moderate
Male,26,35,14,Mastercard,Somewhat satisfied,No,Moderate
Male,48,88,12,Visa,Somewhat satisfied,No,Extremely conservative
Female,43,101,20,Visa,Neutral,No,Slightly conservative
Female,39,113,18,Visa,Neutral,No,Moderate
Female,76,11,9,Visa,Neutral,Yes,Liberal
Female,45,30,12,Mastercard,Highly satisfied,No,Slightly conservative
Male,64,11,18,American Express,Highly satisfied,No,Liberal
Male,37,48,10,Visa,Somewhat dissatisfied,Yes,Slightly liberal
Female,23,35,10,Visa,Somewhat dissatisfied,No,Liberal
Female,53,48,15,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,59,169,12,Mastercard,Somewhat dissatisfied,No,Liberal
Male,41,273,19,Discover,Neutral,No,Liberal
Female,65,10,8,Discover,Somewhat dissatisfied,Yes,Slightly liberal
Male,75,11,19,Discover,Neutral,No,Slightly liberal
Male,25,27,20,Mastercard,Highly dissatisfied,No,Moderate
Female,25,24,17,Discover,Neutral,No,Conservative
Male,27,44,16,Visa,Neutral,No,Conservative
Female,38,42,15,American Express,Highly satisfied,No,Liberal
Female,72,9,9,Mastercard,Somewhat dissatisfied,No,Liberal
Male,35,34,14,Other,Somewhat dissatisfied,No,Slightly conservative
Female,52,76,15,American Express,Somewhat dissatisfied,Yes,Extremely conservative
Female,22,33,14,Visa,Somewhat dissatisfied,No,Conservative
Male,78,10,19,Discover,Somewhat satisfied,No,Moderate
Female,52,35,22,American Express,Highly dissatisfied,Yes,Moderate
Female,77,35,17,American Express,Highly satisfied,No,Liberal
Female,45,215,21,American Express,Highly satisfied,No,Liberal
Female,79,9,10,Other,Somewhat satisfied,No,Slightly conservative
Male,38,59,14,Mastercard,Highly satisfied,No,Conservative
Male,34,41,19,Discover,Somewhat satisfied,Yes,Moderate
Female,68,18,8,Mastercard,Highly dissatisfied,Yes,Liberal
Female,61,115,20,Discover,Somewhat satisfied,No,Moderate
Female,55,217,18,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,37,37,17,American Express,Highly dissatisfied,Yes,Moderate
Female,38,32,9,Visa,Somewhat dissatisfied,No,Moderate
Male,79,13,9,Visa,Highly satisfied,Yes,Slightly conservative
Male,50,72,15,Discover,Neutral,No,Moderate
Female,52,80,14,American Express,Highly dissatisfied,No,Slightly conservative
Female,36,45,17,Visa,Somewhat satisfied,No,Liberal
Male,79,9,10,Mastercard,Highly satisfied,Yes,Moderate
Male,37,39,17,Discover,Neutral,No,Slightly conservative
Female,72,40,14,Mastercard,Somewhat satisfied,No,Moderate
Female,21,20,10,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,19,27,14,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,59,42,20,American Express,Highly dissatisfied,No,Liberal
Male,57,62,7,American Express,Highly satisfied,No,Slightly conservative
Female,43,88,13,Visa,Highly satisfied,No,Moderate
Female,29,43,16,Visa,Somewhat dissatisfied,Yes,Liberal
Male,54,135,12,Mastercard,Somewhat satisfied,Yes,Slightly conservative
Male,36,47,10,Visa,Somewhat satisfied,No,Conservative
Male,46,70,19,Visa,Neutral,No,Liberal
Female,72,133,11,Discover,Highly satisfied,Yes,Extremely conservative
Female,73,21,13,Visa,Highly satisfied,No,Slightly conservative
Male,62,83,13,Visa,Highly satisfied,Yes,Slightly liberal
Male,74,106,16,American Express,Somewhat satisfied,No,Slightly liberal
Female,59,17,15,Discover,Somewhat dissatisfied,No,Liberal
Male,24,27,14,Visa,Highly dissatisfied,No,Liberal
Female,31,35,17,Mastercard,Highly dissatisfied,No,Conservative
Male,33,82,19,American Express,Neutral,No,Moderate
Female,50,69,15,Discover,Neutral,No,Slightly liberal
Male,54,55,16,American Express,Neutral,No,Slightly liberal
Female,73,16,10,Visa,Highly satisfied,No,Slightly conservative
Male,26,32,14,Visa,Somewhat dissatisfied,No,Moderate
Female,30,22,15,Visa,Neutral,Yes,Slightly conservative
Female,45,105,18,Visa,Highly satisfied,No,Moderate
Female,74,27,10,Other,Somewhat satisfied,No,Moderate
Male,56,56,11,American Express,Somewhat dissatisfied,No,Moderate
Male,23,18,15,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,75,25,9,Visa,Highly satisfied,No,Slightly liberal
Male,69,49,15,Mastercard,Neutral,No,Conservative
Female,18,16,9,Mastercard,Highly dissatisfied,No,Moderate
Female,56,203,17,Discover,Somewhat satisfied,No,Extremely liberal
Male,57,41,11,American Express,Neutral,No,Slightly conservative
Female,58,90,12,Discover,Somewhat satisfied,No,Conservative
Female,60,69,17,Visa,Highly satisfied,Yes,Moderate
Male,30,30,13,American Express,Somewhat dissatisfied,No,Liberal
Female,33,34,12,Discover,Neutral,No,Moderate
Male,40,41,13,Mastercard,Neutral,No,Conservative
Female,49,53,13,Discover,Somewhat dissatisfied,No,Conservative
Female,21,21,16,Visa,Highly dissatisfied,No,Slightly conservative
Male,43,85,12,Discover,Highly satisfied,No,Moderate
Female,31,30,15,Mastercard,Neutral,No,Moderate
Female,39,49,11,Mastercard,Neutral,No,Slightly conservative
Female,73,12,14,Visa,Somewhat satisfied,Yes,Conservative
Female,77,162,18,Discover,Highly satisfied,No,Liberal
Female,27,38,15,Discover,Highly dissatisfied,No,Moderate
Male,38,33,10,Mastercard,Highly satisfied,No,Slightly liberal
Female,22,38,17,Mastercard,Highly dissatisfied,No,Conservative
Male,57,66,20,Mastercard,Neutral,Yes,Liberal
Male,37,17,9,Visa,Somewhat satisfied,No,Slightly liberal
Male,18,13,13,American Express,Highly dissatisfied,Yes,Conservative
Male,44,112,20,Discover,Somewhat dissatisfied,No,Moderate
Female,19,17,13,Discover,Highly dissatisfied,No,Liberal
Male,22,23,17,Mastercard,Highly dissatisfied,Yes,Moderate
Female,59,33,13,Visa,Neutral,No,Moderate
Male,54,78,14,Discover,Highly satisfied,Yes,Moderate
Female,24,27,17,Other,Neutral,No,Slightly conservative
Male,46,32,21,Discover,Neutral,No,Slightly liberal
Female,28,53,19,American Express,Highly dissatisfied,No,Liberal
Male,47,33,9,Visa,Somewhat dissatisfied,No,Conservative
Female,49,181,14,Visa,Neutral,No,Conservative
Male,31,60,16,American Express,Somewhat satisfied,No,Conservative
Female,32,72,18,Discover,Highly dissatisfied,No,Slightly conservative
Male,31,68,14,Visa,Somewhat dissatisfied,No,Moderate
Female,67,20,16,Discover,Highly dissatisfied,No,Liberal
Female,25,39,20,American Express,Highly dissatisfied,Yes,Moderate
Female,65,11,12,Mastercard,Neutral,No,Liberal
Female,45,70,13,Mastercard,Highly satisfied,No,Liberal
Female,61,58,22,Discover,Somewhat satisfied,No,Liberal
Male,38,21,15,Visa,Somewhat satisfied,No,Slightly conservative
Male,48,81,17,Discover,Somewhat dissatisfied,Yes,Conservative
Female,30,27,17,Discover,Neutral,No,Slightly liberal
Male,33,32,15,Mastercard,Neutral,Yes,Conservative
Female,53,70,12,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,37,78,15,Visa,Neutral,No,Extremely liberal
Male,43,59,9,Mastercard,Somewhat dissatisfied,No,Moderate
Male,68,32,13,Discover,Highly dissatisfied,No,Slightly conservative
Male,37,37,12,Mastercard,Somewhat satisfied,No,Moderate
Male,45,27,10,Mastercard,Somewhat dissatisfied,No,Liberal
Male,76,9,8,Discover,Highly satisfied,No,Extremely liberal
Male,24,16,13,Visa,Highly dissatisfied,No,Conservative
Male,49,85,14,American Express,Highly satisfied,Yes,Conservative
Female,35,41,16,Mastercard,Highly dissatisfied,No,Extremely liberal
Male,22,20,10,Discover,Somewhat dissatisfied,No,Conservative
Male,30,90,20,American Express,Highly dissatisfied,No,Moderate
Male,47,53,14,Discover,Highly satisfied,Yes,Moderate
Male,51,81,19,Visa,Somewhat dissatisfied,No,Liberal
Male,32,35,18,American Express,Highly dissatisfied,No,Slightly conservative
Female,42,76,13,Mastercard,Somewhat satisfied,No,Liberal
Male,21,22,12,American Express,Neutral,No,Extremely liberal
Female,27,37,14,Visa,Highly satisfied,No,Slightly conservative
Male,32,32,15,Other,Neutral,No,Conservative
Female,53,61,21,American Express,Neutral,No,Moderate
Female,44,119,17,Discover,Highly satisfied,No,Conservative
Female,75,50,19,Visa,Highly satisfied,Yes,Slightly conservative
Male,33,47,17,Discover,Neutral,No,Liberal
Female,32,81,20,American Express,Highly satisfied,No,Moderate
Female,29,35,20,Visa,Somewhat dissatisfied,Yes,Moderate
Female,61,42,19,Mastercard,Neutral,No,Moderate
Male,22,23,17,Visa,Highly dissatisfied,No,Conservative
Female,19,24,14,Mastercard,Somewhat satisfied,No,Moderate
Male,37,88,14,Discover,Somewhat satisfied,Yes,Moderate
Female,64,64,15,Discover,Highly dissatisfied,No,Conservative
Female,55,68,21,Discover,Somewhat satisfied,No,Slightly conservative
Male,34,28,8,American Express,Somewhat dissatisfied,No,Moderate
Male,69,15,15,American Express,Somewhat satisfied,Yes,Slightly conservative
Male,55,39,9,Mastercard,Neutral,No,Slightly conservative
Female,62,76,19,Visa,Highly satisfied,No,Slightly liberal
Female,35,57,18,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,64,17,12,Visa,Neutral,No,Slightly conservative
Male,62,65,18,Discover,Neutral,No,Slightly conservative
Male,43,47,17,Discover,Neutral,No,Liberal
Female,52,43,14,Discover,Somewhat dissatisfied,No,Conservative
Male,77,11,12,American Express,Somewhat dissatisfied,No,Moderate
Female,27,46,17,Discover,Somewhat satisfied,No,Moderate
Male,47,45,16,Visa,Somewhat satisfied,No,Moderate
Female,41,31,11,Mastercard,Highly dissatisfied,No,Conservative
Female,73,26,7,Visa,Neutral,No,Moderate
Female,27,20,10,American Express,Somewhat dissatisfied,No,Moderate
Male,31,17,14,Visa,Somewhat dissatisfied,No,Extremely liberal
Male,18,15,13,American Express,Highly dissatisfied,No,Slightly conservative
Female,48,44,11,Visa,Neutral,No,Extremely liberal
Female,43,46,19,Visa,Somewhat satisfied,No,Slightly conservative
Male,34,44,15,Mastercard,Neutral,No,Liberal
Male,56,50,14,American Express,Highly satisfied,No,Slightly conservative
Male,36,47,13,Discover,Somewhat dissatisfied,No,Moderate
Male,69,71,15,Visa,Neutral,No,Conservative
Female,50,113,14,Visa,Somewhat dissatisfied,No,Slightly conservative
Male,32,24,13,American Express,Highly dissatisfied,No,Slightly conservative
Female,35,65,11,Discover,Somewhat satisfied,No,Liberal
Male,40,31,12,Visa,Highly satisfied,No,Moderate
Male,55,108,16,Visa,Somewhat satisfied,Yes,Slightly liberal
Male,27,28,14,Mastercard,Highly dissatisfied,No,Moderate
Female,25,16,16,Discover,Somewhat dissatisfied,No,Moderate
Male,47,96,17,Discover,Somewhat satisfied,No,Extremely conservative
Female,77,21,10,Visa,Highly dissatisfied,No,Moderate
Male,23,29,10,American Express,Highly dissatisfied,No,Moderate
Female,19,33,14,American Express,Neutral,No,Slightly liberal
Female,67,61,9,Mastercard,Highly satisfied,No,Moderate
Female,49,143,18,Discover,Somewhat dissatisfied,No,Slightly liberal
Female,70,20,11,Discover,Somewhat dissatisfied,No,Moderate
Female,28,24,12,Visa,Somewhat satisfied,No,Moderate
Female,21,17,13,Mastercard,Highly dissatisfied,No,Extremely liberal
Male,57,140,21,American Express,Somewhat dissatisfied,Yes,Slightly liberal
Male,54,80,12,Mastercard,Highly satisfied,No,Moderate
Female,33,23,14,American Express,Highly dissatisfied,No,Moderate
Male,67,38,12,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,78,20,16,Visa,Somewhat satisfied,Yes,Extremely conservative
Female,19,18,12,Visa,Highly dissatisfied,No,Moderate
Female,20,18,15,Mastercard,Somewhat dissatisfied,Yes,Slightly conservative
Male,40,96,18,American Express,Neutral,No,Moderate
Female,48,95,16,American Express,Highly satisfied,No,Moderate
Male,51,40,11,Visa,Neutral,Yes,Conservative
Female,56,43,10,Visa,Highly satisfied,No,Moderate
Male,53,44,17,Discover,Somewhat dissatisfied,No,Moderate
Male,25,42,15,Mastercard,Somewhat dissatisfied,No,Extremely liberal
Female,67,22,10,Visa,Somewhat dissatisfied,No,Moderate
Female,61,246,12,Mastercard,Neutral,Yes,Extremely conservative
Male,24,20,19,Mastercard,Highly dissatisfied,No,Moderate
Male,56,66,16,American Express,Neutral,No,Liberal
Female,72,41,17,Mastercard,Highly satisfied,No,Slightly liberal
Male,22,25,13,Mastercard,Neutral,No,Moderate
Male,24,15,13,Mastercard,Somewhat satisfied,No,Slightly liberal
Female,44,80,10,Visa,Highly satisfied,Yes,Moderate
Female,23,25,14,Discover,Highly dissatisfied,No,Extremely liberal
Male,44,121,15,Discover,Neutral,No,Conservative
Female,68,39,14,Visa,Somewhat satisfied,No,Slightly liberal
Male,64,58,11,Visa,Highly satisfied,No,Moderate
Male,43,52,19,American Express,Neutral,Yes,Moderate
Female,21,27,16,American Express,Somewhat dissatisfied,No,Moderate
Male,44,54,16,American Express,Neutral,No,Moderate
Female,21,20,16,Mastercard,Highly dissatisfied,No,Liberal
Female,55,114,13,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,20,15,12,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,41,38,13,Visa,Neutral,No,Slightly conservative
Male,60,23,14,Visa,Highly satisfied,No,Moderate
Female,71,45,18,Mastercard,Highly satisfied,No,Conservative
Male,44,120,19,Discover,Highly dissatisfied,No,Moderate
Female,67,28,14,Visa,Somewhat satisfied,No,Slightly liberal
Male,18,15,13,Visa,Neutral,Yes,Slightly conservative
Male,21,17,16,Visa,Highly dissatisfied,No,Liberal
Female,75,94,19,American Express,Highly satisfied,No,Slightly conservative
Male,28,29,13,Visa,Highly satisfied,Yes,Moderate
Female,58,62,14,American Express,Neutral,No,Slightly conservative
Male,32,27,10,Visa,Somewhat satisfied,No,Conservative
Male,19,13,14,American Express,Highly dissatisfied,No,Conservative
Female,63,36,18,American Express,Somewhat dissatisfied,No,Slightly conservative
Male,35,53,17,Visa,Highly dissatisfied,Yes,Conservative
Female,59,160,15,Mastercard,Neutral,Yes,Slightly conservative
Male,77,23,10,Visa,Highly satisfied,No,Conservative
Female,79,9,15,Discover,Highly dissatisfied,Yes,Liberal
Male,76,13,14,Visa,Somewhat dissatisfied,No,Slightly liberal
Female,65,11,18,American Express,Highly dissatisfied,No,Slightly liberal
Female,33,25,10,Discover,Neutral,Yes,Liberal
Male,27,45,12,Discover,Somewhat satisfied,No,Moderate
Female,58,146,19,Discover,Neutral,No,Slightly liberal
Female,50,45,17,Mastercard,Somewhat dissatisfied,No,Moderate
Male,64,66,19,Mastercard,Highly satisfied,No,Moderate
Female,53,84,18,Discover,Highly satisfied,No,Slightly conservative
Female,26,16,15,Mastercard,Highly dissatisfied,No,Extremely liberal
Female,44,34,18,Visa,Highly satisfied,No,Extremely liberal
Male,51,95,13,Visa,Somewhat satisfied,No,Slightly liberal
Female,20,18,15,Visa,Somewhat dissatisfied,No,Slightly conservative
Male,50,172,15,American Express,Neutral,No,Conservative
Female,72,52,15,Discover,Somewhat satisfied,No,Extremely liberal
Male,37,34,16,Mastercard,Neutral,No,Liberal
Female,73,14,18,American Express,Neutral,Yes,Extremely liberal
Male,69,12,10,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,29,26,15,Discover,Somewhat dissatisfied,No,Liberal
Male,54,58,8,Discover,Somewhat satisfied,No,Slightly liberal
Male,62,42,10,Mastercard,Neutral,No,Conservative
Female,28,28,15,Mastercard,Somewhat dissatisfied,No,Conservative
Male,73,93,16,American Express,Neutral,Yes,Conservative
Male,47,64,18,American Express,Somewhat dissatisfied,No,Conservative
Female,72,9,12,Visa,Somewhat satisfied,No,Slightly conservative
Female,56,67,13,Visa,Highly satisfied,No,Slightly conservative
Male,54,51,14,Visa,Somewhat dissatisfied,No,Moderate
Male,45,33,7,Other,Neutral,No,Conservative
Female,19,22,14,Discover,Highly dissatisfied,No,Conservative
Male,50,118,15,Visa,Neutral,No,Moderate
Male,49,314,22,American Express,Highly satisfied,No,Moderate
Female,66,50,15,American Express,Somewhat satisfied,No,Liberal
Female,58,50,17,Mastercard,Highly satisfied,No,Conservative
Female,59,32,15,Discover,Neutral,No,Moderate
Male,20,21,12,Other,Highly dissatisfied,No,Liberal
Female,24,28,17,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,42,50,14,American Express,Somewhat satisfied,Yes,Slightly conservative
Male,79,22,12,Visa,Neutral,No,Slightly conservative
Female,19,41,14,American Express,Highly dissatisfied,No,Moderate
Female,48,41,14,Discover,Somewhat satisfied,No,Slightly conservative
Female,74,14,11,Other,Highly dissatisfied,Yes,Moderate
Female,27,91,19,Discover,Highly dissatisfied,No,Slightly conservative
Male,53,73,16,Visa,Highly satisfied,No,Slightly liberal
Female,72,9,19,American Express,Somewhat satisfied,Yes,Conservative
Male,18,20,13,Other,Highly dissatisfied,No,Slightly conservative
Female,55,380,16,Visa,Highly satisfied,No,Conservative
Male,46,37,8,American Express,Somewhat satisfied,No,Slightly conservative
Male,53,41,19,Mastercard,Highly dissatisfied,No,Liberal
Female,31,31,18,Visa,Somewhat satisfied,No,Moderate
Female,19,16,14,American Express,Somewhat dissatisfied,No,Moderate
Male,56,78,12,Visa,Somewhat satisfied,No,Slightly conservative
Female,50,142,17,Visa,Highly satisfied,No,Moderate
Male,26,37,19,Discover,Somewhat dissatisfied,Yes,Moderate
Female,67,92,8,Visa,Somewhat satisfied,No,Liberal
Male,42,62,18,Discover,Highly dissatisfied,No,Extremely liberal
Female,35,74,21,Discover,Somewhat dissatisfied,No,Moderate
Male,45,85,20,Visa,Highly satisfied,No,Moderate
Male,18,18,9,Mastercard,Neutral,No,Conservative
Female,38,25,10,Visa,Neutral,No,Conservative
Female,32,33,14,Visa,Neutral,No,Slightly liberal
Female,20,18,12,Mastercard,Highly dissatisfied,No,Moderate
Female,77,33,14,Mastercard,Somewhat satisfied,No,Conservative
Female,34,28,16,Discover,Somewhat dissatisfied,No,Slightly liberal
Female,55,261,14,Discover,Highly satisfied,No,Conservative
Female,56,60,18,Other,Somewhat dissatisfied,No,Liberal
Female,78,68,14,Mastercard,Somewhat dissatisfied,No,Moderate
Male,73,10,13,Mastercard,Neutral,Yes,Slightly liberal
Male,44,29,15,Discover,Neutral,No,Slightly conservative
Female,28,19,12,Mastercard,Highly satisfied,No,Moderate
Female,62,160,17,Discover,Somewhat dissatisfied,Yes,Slightly liberal
Female,73,21,12,Visa,Highly satisfied,No,Liberal
Female,18,15,10,Mastercard,Somewhat satisfied,No,Moderate
Female,36,101,17,Discover,Highly satisfied,No,Liberal
Male,39,45,14,Discover,Highly dissatisfied,Yes,Liberal
Male,48,96,19,Discover,Somewhat satisfied,No,Slightly conservative
Female,48,87,17,Visa,Somewhat satisfied,No,Moderate
Female,18,14,13,Discover,Somewhat dissatisfied,No,Conservative
Female,73,77,20,Mastercard,Neutral,Yes,Conservative
Female,76,16,11,Visa,Highly satisfied,No,Liberal
Female,72,14,13,Discover,Somewhat satisfied,No,Moderate
Female,58,140,18,Discover,Somewhat dissatisfied,No,Extremely liberal
Male,41,35,18,American Express,Somewhat dissatisfied,No,Conservative
